State,epsilon,true_mean,true_median,true_stdev,dp_mean_laplace,dp_median_laplace,dp_stdev_laplace,dp_mean_gaussian,dp_median_gaussian,dp_stdev_gaussian,abs_err_mean_lap,abs_err_median_lap,abs_err_stdev_lap,abs_err_mean_gauss,abs_err_median_gauss,abs_err_stdev_gauss
Wyoming,0.1,68398.78313253012,61092.0,46078.24096385542,66496.4046420132,64951.401414058746,53297.8168478396,68085.32727844514,74467.08721856723,62058.29653654951,1902.378490516916,3859.401414058746,7219.575883984173,313.455854084983,13375.087218567234,15980.055572694087
Alabama,0.5,53549.83745717548,39615.5,42014.471830985916,53617.9181119291,39645.95812387733,41957.40990338515,54029.86656845443,38769.0666404073,41723.710465365715,68.08065475361946,30.458123877331673,57.06192760076374,480.02911127894913,846.4333595927019,290.7613656202011
Alaska,0.5,73461.35639810427,67904.0,48921.791469194315,73277.36613390046,66962.30671136915,49412.2998296512,73533.6044141182,62150.66950191824,50370.4294116789,183.99026420380687,941.6932886308496,490.5083604568863,72.24801601393847,5753.330498081763,1448.6379424845873
Arizona,0.5,62840.83979244365,48840.0,43943.43197664991,62830.57924102816,48838.11705650363,43969.469725193,62885.63570252631,48892.45202916384,44435.73269854855,10.260551415492955,1.8829434963699896,26.03774854308722,44.795910082662886,52.45202916384005,492.3007218986386
Arkansas,0.5,51109.237562555194,37790.0,40652.412717103325,50973.61696530275,38078.18288192204,40612.88851613502,51762.84784141179,38130.30716445228,40556.48462214409,135.62059725244762,288.1828819220391,39.524200968306104,653.6102788565986,340.3071644522788,95.92809495923575
California,0.5,78650.14139350511,65296.0,53898.916542155814,78666.50204278926,65286.98302550452,53871.13717445043,78525.98893871551,65267.02052229851,53986.63526671133,16.360649284149986,9.016974495476461,27.779367705385084,124.15245478959696,28.979477701490396,87.71872455551784
Colorado,0.5,74432.32472464869,61567.0,49993.99240410179,74432.36435198477,61592.09922486675,49943.92718802124,74324.94906620392,62245.414138496366,49764.27253917477,0.039627336082048714,25.099224866753502,50.06521608054754,107.37565844476921,678.4141384963659,229.719864927014
Connecticut,0.5,88084.28671721427,79490.0,57656.458298230835,88137.16150829784,79443.14176036816,57734.79840557278,88025.32091532137,80317.8364346003,57491.55753999188,52.87479108356638,46.85823963183793,78.34010734194453,58.96580189290398,827.8364346003073,164.90075823895313
Delaware,0.5,73794.47591743119,59351.0,51592.26834862385,72397.38828588622,59488.718530513885,51479.560597848395,72946.39345470243,54454.61817673004,52234.194699727996,1397.0876315449714,137.71853051388462,112.70775077545841,848.0824627287657,4896.381823269963,641.9263511041427
District of Columbia,0.5,91846.43492063491,75776.5,62716.184126984124,92405.61550509944,75881.64703209375,62971.89996423591,88673.90517146891,77161.93396227845,63123.331891984635,559.1805844645278,105.14703209375148,255.7158372517879,3172.529749166002,1385.4339622784464,407.14776500051084
Florida,0.5,61724.72185111633,46591.0,46013.25010531383,61661.89796118471,46615.284454157896,45971.90372305128,61697.79553090393,46587.35738142751,45931.20609301517,62.823889931620215,24.284454157896107,41.34638226255629,26.926320212398423,3.6426185724922107,82.04401229866198
Georgia,0.5,60445.872205253516,44089.0,45191.57617593158,60464.42313948816,44055.7334007535,45148.40651503828,60462.72764889041,44152.91427469376,45441.92217595788,18.550934234641318,33.26659924649721,43.16966089329799,16.85544363689405,63.91427469375776,250.34600002630032
Hawaii,0.5,78819.7327523602,70749.0,52318.05591866376,79182.22970391162,70954.439070782,51627.08407105591,78706.64094907194,72562.57032330589,54135.98459406992,362.496951551424,205.43907078199845,690.9718476078488,113.09180328826187,1813.5703233058885,1817.9286754061613
Idaho,0.5,56377.80990629183,45317.5,41945.33266398929,56295.50007887674,45283.93107744411,41991.14990978525,55706.953667534784,47024.72745839928,41937.399817947444,82.3098274150907,33.568922555889,45.817245795959025,670.8562387570491,1707.2274583992767,7.93284604184737
Illinois,0.5,69947.43727298127,55841.0,48945.17700474993,70011.43613557432,55822.306782515676,48868.57976495877,69828.23209850819,55842.5714707549,48828.99448677431,63.99886259304185,18.693217484324123,76.59723979116097,119.20517447308521,1.5714707548977458,116.1825179756197
Indiana,0.5,58199.19086900868,47864.0,41537.10339923197,58184.20463470495,47920.41065765417,41563.91088034676,58462.51426299391,47593.71064051813,41239.113602224774,14.98623430373118,56.41065765416715,26.80748111478897,263.3233939852289,270.289359481867,297.9897970071979
Iowa,0.5,61412.062403528114,51400.0,43846.59073869901,61441.457400427185,51481.233706172505,43581.09966574446,61743.53990735972,51585.77408006586,44198.70939649385,29.394996899070975,81.23370617250475,265.4910729545445,331.47750383160746,185.77408006585756,352.11865779483924
Kansas,0.5,60683.55727391874,48494.0,42323.00917431193,60879.866976147874,48619.21063794947,42388.78635611379,62348.5855452615,48313.010498494434,42361.74817222019,196.3097022291331,125.21063794947258,65.77718180186639,1665.0282713427587,180.9895015055663,38.738997908265446
Kentucky,0.5,55199.07072335281,40887.0,42072.66512190208,54971.58985334341,40765.34041121947,42178.818352450115,55885.61197725348,41019.6580800048,41670.96150071208,227.48087000939995,121.65958878053061,106.15323054803594,686.541253900672,132.6580800048032,401.70362118999765
Louisiana,0.5,56549.06440877056,41661.0,45400.669929522315,56570.14918730234,41770.14968730003,45464.70929597514,56463.390368613254,41445.16504139586,45541.11517074673,21.08477853178192,109.14968730002875,64.03936645282374,85.67404015730426,215.83495860413677,140.44524122441362
Maine,0.5,60176.52541296061,47477.0,46066.034942820836,60218.774685433986,47480.67322473985,46627.52387120288,60037.20074224985,47471.36298237752,47300.259881653095,42.24927247337473,3.6732247398467734,561.4889283820448,139.32467071076098,5.637017622480926,1234.2249388322598
Maryland,0.5,87913.69387058221,79395.0,55087.99453645211,88061.35608542192,79334.40411406873,55170.10726290491,87390.78304214998,79063.61302131275,55267.80018162205,147.66221483971458,60.59588593126682,82.11272645279678,522.9108284322283,331.38697868725285,179.80564516993763
Massachusetts,0.5,84740.10655737705,74480.0,57614.56780923994,84718.22264847545,74151.50648467624,57574.836061210364,84144.08765312607,74608.02447177813,57348.661753269036,21.883908901596442,328.4935153237602,39.7317480295751,596.0189042509737,128.02447177813156,265.90605597090325
Michigan,0.5,59765.45665133708,46981.0,43122.64699369784,59776.655872207244,47023.670853407355,43236.79251547229,59468.44684922962,47068.63141626089,43519.95559662182,11.199220870163117,42.670853407355025,114.14552177445148,297.0098021074591,87.63141626089055,397.30860292397847
Minnesota,0.5,71721.56747891284,58436.0,49248.96501093408,71615.80397096422,58455.18028049837,49216.07699759449,71427.17621069061,58540.13772495837,49090.26809030552,105.76350794862083,19.18028049836721,32.888013339586905,294.391268222229,104.13772495836747,158.69692062855756
Mississippi,0.5,49090.0056057303,35809.0,40347.291186546245,49180.61519678937,35852.222889242716,40537.14829981462,49550.07424437498,36100.38509043358,39420.869438456226,90.60959105906659,43.22288924271561,189.8571132683719,460.06863864467596,291.3850904335777,926.4217480900188
Missouri,0.5,57542.84885714286,43964.0,41869.33185714285,57475.864969873925,43713.7242534898,41861.905898845966,57742.57662361892,43724.89610370275,41631.85271520036,66.98388726893609,250.27574651019677,7.425958296887984,199.72776647606224,239.1038962972525,237.4791419424946
Montana,0.5,58254.98650472335,46468.0,44113.906882591094,58937.64207259605,46225.57969236611,44167.37552330825,58496.4448154033,43433.43065908746,45947.29146032183,682.6555678727018,242.42030763388902,53.4686407171539,241.4583106799546,3034.569340912538,1833.384577730736
Nebraska,0.5,62938.65395787945,51751.5,43866.86129266521,62876.550267183746,51768.85931129076,43805.350717591245,63123.53956498857,52534.16962998572,44565.36378739397,62.103690695701516,17.35931129076198,61.51057507396763,184.88560710912134,782.6696299857213,698.5024947287602
Nevada,0.5,64949.36737000754,54657.0,44575.22569706104,65220.13478986909,54495.156514300994,45018.801411881,65513.08118565134,54534.70850500865,44815.860143725404,270.76741986154957,161.84348569900612,443.57571481996274,563.7138156438014,122.29149499134655,240.63444666436408
New Hampshire,0.5,78389.863878327,68590.0,53216.276045627375,78449.89158100759,68673.3377333458,52563.64646805828,79716.08902713162,68343.76045760652,53306.27988451507,60.02770268058521,83.33773334580474,652.629577569096,1326.2251488046168,246.2395423934795,90.00383888769284
New Jersey,0.5,89249.17429022082,79926.0,58062.17282559712,89255.64218798399,79921.5348243566,58076.36942940793,89672.01922211764,79999.85192682645,58067.666951839754,6.4678977631701855,4.4651756434031995,14.19660381081485,422.8449318968196,73.85192682644993,5.494126242636412
New Mexico,0.5,56187.235,43261.5,42956.05458333333,55702.48673043313,43205.67376098902,43085.2418980263,54478.55189174239,43360.63090781367,42248.080602282454,484.7482695668732,55.826239010981226,129.187314692972,1708.68310825761,99.13090781366918,707.9739810508763
New York,0.5,75745.79503565805,60819.0,53001.25761785681,75758.09609653513,60800.108538714376,52985.78477495062,75759.09971485616,60941.993370443866,53020.85607280188,12.301060877070995,18.891461285624246,15.472842906194273,13.304679198103258,122.9933704438663,19.598454945065896
North Carolina,0.5,58557.675663861875,43739.0,43952.42694787455,58528.55723728454,43639.11727600718,43793.680137382384,58141.1904441873,43457.00104480112,44391.530004139735,29.118426577333594,99.88272399282141,158.7468104921645,416.4852196745778,281.9989551988765,439.10305626518675
North Dakota,0.5,67635.42953586498,56572.0,48591.17130801688,68074.67033231733,57727.845836091095,48269.03208656875,66602.13429236278,58903.2659913242,48695.35670262244,439.2407964523445,1155.8458360910954,322.13922144812386,1033.2952435022016,2331.2659913242023,104.18539460556349
Ohio,0.5,60080.73095732069,47907.5,42999.01192946058,60121.375054026175,47934.328248872655,42987.82329961276,60061.635170479894,48194.57964478275,43024.3813242872,40.644096705487755,26.828248872654513,11.188629847820266,19.095786840793153,287.07964478275244,25.369394826615462
Oklahoma,0.5,56574.45679783469,42745.0,42770.957526545906,56451.34205551474,42747.980209731344,42694.670198004475,56860.10197067319,41785.91395376142,42383.3087580061,123.11474231995089,2.9802097313440754,76.28732854143163,285.6451728385,959.0860462385826,387.6487685398097
Oregon,0.5,63958.41371280725,51082.0,46536.53505821475,64245.499337218556,51077.11459036218,46613.53619433134,63227.120725641646,51376.99515004836,47001.547057694595,287.08562441130925,4.885409637819976,77.0011361165889,731.2929871656015,294.9951500483585,465.01199947984423
Pennsylvania,0.5,65502.47090341834,52457.0,46881.80412371134,65464.36357284325,52481.145226520835,46873.997179356425,65563.26578052448,52593.112354317425,46920.71981831563,38.1073305750906,24.145226520835422,7.806944354917505,60.79487710614194,136.11235431742534,38.91569460428582
Puerto Rico,0.5,27613.839736842107,17349.5,25314.11894736842,27927.23717053849,17277.940776731764,25198.66830174554,27794.659124748254,17079.403589099522,25365.948031934553,313.3974336963838,71.55922326823566,115.45064562288098,180.8193879061473,270.0964109004781,51.829084566132224
Rhode Island,0.5,72224.26940639269,61364.0,51873.56438356164,72295.20322743479,62440.30099574669,51293.73352444808,69149.56096291753,60989.076756942726,47924.82254486617,70.9338210420974,1076.300995746693,579.8308591135647,3074.7084434751596,374.9232430572738,3948.741838695474
South Carolina,0.5,55413.45870560035,41190.0,42930.06580954456,55284.724189601926,41185.41773078098,42832.35157592757,55672.361085907,40606.417347065864,42381.99739654687,128.7345159984252,4.5822692190195085,97.71423361699271,258.90238030665205,583.5826529341357,548.0684129976944
South Dakota,0.5,58639.960876369325,48758.0,42845.255086071986,58718.80207145439,47844.6459248469,42862.552503131716,62896.010878318506,47657.029012463456,45902.406017636444,78.8411950850641,913.3540751531036,17.297417059729923,4256.050001949181,1100.9709875365443,3057.150931564458
Tennessee,0.5,56584.582540203475,41515.0,42720.13849688218,56590.53266322126,41545.64699911485,42762.254726227206,56249.34223503776,42240.19183462519,42893.3137867832,5.95012301778479,30.64699911484786,42.116229345025204,335.24030516571656,725.1918346251914,173.1752899010171
Texas,0.5,65528.01508105524,49835.0,46326.22121778435,65545.68432697226,49810.22086903604,46275.58084263503,65457.62327566808,49633.278069862485,46173.62212767902,17.669245917022636,24.77913096395787,50.64037514931988,70.39180538716028,201.7219301375153,152.5990901053301
Utah,0.5,72216.35826620637,62922.0,47094.02032988109,72218.32460535094,63092.89633437949,46303.91941794957,71561.69458452707,62218.3376612055,47454.83833050897,1.9663391445646994,170.89633437948942,790.1009119315204,654.6636816793034,703.6623387945001,360.81800062787806
Vermont,0.5,65696.36275695285,54891.0,49079.48972188633,65675.98236500123,55722.66084049386,49456.63125809336,63120.315993763936,56664.034069181114,46099.4415357893,20.380391951621277,831.6608404938597,377.14153620702564,2576.0467631889114,1773.0340691811143,2980.048186097032
Virginia,0.5,79932.47650579397,64103.0,50938.72367248186,79955.69565173256,64238.86229868255,50968.38924516997,79628.25252427513,64321.98916648708,50664.3256797814,23.21914593859401,135.86229868255032,29.66557268811448,304.2239815188368,218.9891664870811,274.3979927004548
Washington,0.5,75276.7911576498,64156.0,50702.7310936591,75379.0875145308,64298.25974844903,50647.14507822125,74998.14031886004,63843.39671128747,50715.929846806845,102.2963568809937,142.2597484490325,55.58601543785335,278.65083878976293,312.60328871253296,13.198753147742536
West Virginia,0.5,52394.05379365716,39983.0,41937.77679646728,52759.95418254303,40007.468347921174,41819.86885478653,52118.56291599638,40017.45906715877,41174.95048903393,365.90038888586423,24.468347921174427,117.90794168075081,275.49087766078446,34.459067158772086,762.8263074333518
Wisconsin,0.5,63259.944065281896,52830.5,44564.37759643917,63227.882953207096,52878.89377874686,44553.285855326234,63184.52380869732,52565.799586836154,44433.729645492436,32.061112074799894,48.393778746860335,11.09174111293396,75.42025658457715,264.70041316384595,130.64795094673173
Wyoming,0.5,68398.78313253012,61092.0,46078.24096385542,67305.99458284509,60783.98938883752,46355.01222423063,68861.28304610013,61078.016151758064,40908.83687990954,1092.7885496850358,308.0106111624773,276.77126037520793,462.49991357000545,13.983848241936357,5169.404083945883
Alabama,1.0,53549.83745717548,39615.5,42014.471830985916,53554.33500532433,39594.2302037172,42016.191632289905,53355.7812031204,39348.801193169624,41646.77191911031,4.497548148843634,21.269796282802417,1.7198013039887883,194.0562540550818,266.69880683037627,367.69991187560663
Alaska,1.0,73461.35639810427,67904.0,48921.791469194315,74038.48224481844,68235.50970012236,49084.87850972646,73206.41478123859,68256.70299454853,48161.40884583913,577.1258467141743,331.5097001223621,163.0870405321475,254.94161686567531,352.7029945485265,760.3826233551881
Arizona,1.0,62840.83979244365,48840.0,43943.43197664991,62863.99847099739,48899.78756102647,43988.37500747348,62978.98001575093,48658.77853038179,44094.23618009784,23.158678553736536,59.7875610264673,44.943030823567824,138.1402233072804,181.22146961821272,150.80420344792947
Arkansas,1.0,51109.237562555194,37790.0,40652.412717103325,51153.1171137695,37707.70413229626,40637.614242611,50685.09938837897,37763.26955697694,41144.49782005274,43.87955121430423,82.29586770373862,14.798474492323294,424.1381741762234,26.730443023057887,492.08510294941516
California,1.0,78650.14139350511,65296.0,53898.916542155814,78649.78053518354,65289.87846288814,53876.07527548497,78658.18730355524,65300.41925153528,53924.667865687115,0.36085832156823017,6.121537111859652,22.84126667084638,8.045910050132079,4.419251535276999,25.75132353130175
Colorado,1.0,74432.32472464869,61567.0,49993.99240410179,74375.73052886588,61644.61911528978,50040.59125541175,74376.28529618801,61427.469569305074,50198.86133056348,56.59419578280358,77.6191152897809,46.59885130996554,56.03942846067366,139.5304306949256,204.86892646169144
Connecticut,1.0,88084.28671721427,79490.0,57656.458298230835,88131.4795978546,79463.91463029617,57658.624957889646,88018.53280156714,78955.51635595548,57158.99078240314,47.19288064033026,26.085369703825563,2.1666596588111133,65.75391564713209,534.4836440445215,497.467515827695
Delaware,1.0,73794.47591743119,59351.0,51592.26834862385,74407.96627387925,59401.49404030522,51474.35131717177,74575.12605154126,59789.49271070925,53787.60125750664,613.4903564480628,50.49404030521691,117.91703145208157,780.6501341100666,438.4927107092517,2195.3329088827886
District of Columbia,1.0,91846.43492063491,75776.5,62716.184126984124,91785.6014892576,75668.98521018478,62385.66720858198,92874.79836340302,76044.72863262489,64005.02192263028,60.83343137730844,107.51478981522087,330.51691840214335,1028.36344276811,268.2286326248868,1288.8377956461554
Florida,1.0,61724.72185111633,46591.0,46013.25010531383,61723.7291727086,46579.25710565199,45963.191002919746,61668.420440992515,46542.12055113687,46122.61218733373,0.9926784077324555,11.74289434801176,50.05910239408695,56.301410123815,48.879448863131984,109.36208201989939
Georgia,1.0,60445.872205253516,44089.0,45191.57617593158,60467.70408824846,44070.386606008906,45185.30534255273,60515.16683573122,44137.07425391265,45442.51402456436,21.831882994942134,18.6133939910942,6.2708333788468735,69.29463047770696,48.07425391265133,250.93784863278415
Hawaii,1.0,78819.7327523602,70749.0,52318.05591866376,79184.18820665445,70693.24485047223,52455.19403750437,79206.37791548585,70977.1337917991,52447.98494628679,364.45545429424965,55.75514952777303,137.1381188406085,386.64516312564956,228.13379179910407,129.9290276230313
Idaho,1.0,56377.80990629183,45317.5,41945.33266398929,56548.631295163475,45028.31184023764,41788.120239494114,57028.028786790834,45190.54461199075,42644.45250890822,170.82138887164183,289.1881597623578,157.2124244951774,650.2188804990001,126.95538800924987,699.1198449189324
Illinois,1.0,69947.43727298127,55841.0,48945.17700474993,69884.36553232033,55821.60868839658,48905.02307395537,69898.65298924758,55865.31426627837,48943.71576843967,63.0717406609474,19.391311603416398,40.1539307945568,48.78428373369388,24.314266278372088,1.4612363102569361
Indiana,1.0,58199.19086900868,47864.0,41537.10339923197,58226.67022072887,47822.22447379277,41539.01677909879,58440.410218315716,48028.17544142461,41254.83239416776,27.479351720190607,41.77552620723145,1.9133798668190138,241.2193493070372,164.17544142460974,282.27100506421266
Iowa,1.0,61412.062403528114,51400.0,43846.59073869901,61478.22044993176,51394.92343928447,43892.58345359896,61206.766518105054,51564.614131067254,43441.585310639646,66.15804640364513,5.07656071553356,45.9927148999559,205.2958854230601,164.61413106725377,405.0054280593613
Kansas,1.0,60683.55727391874,48494.0,42323.00917431193,60669.56984804859,48461.41068556012,42327.98568706432,60454.19433144244,48334.587693102985,42460.397307266045,13.987425870152947,32.58931443987967,4.976512752393319,229.36294247629849,159.4123068970148,137.3881329541182
Kentucky,1.0,55199.07072335281,40887.0,42072.66512190208,55213.72048584554,40803.626865299564,42084.85547302725,55231.0682147066,40824.50114163656,42612.331649510365,14.649762492728769,83.37313470043591,12.190351125173038,31.99749135379534,62.49885836344038,539.6665276082858
Louisiana,1.0,56549.06440877056,41661.0,45400.669929522315,56610.71165975148,41690.89129249756,45420.45579443381,56627.57290451354,41739.10525226423,45709.75569339575,61.64725098092458,29.891292497559334,19.785864911493263,78.508495742979,78.1052522642276,309.0857638734378
Maine,1.0,60176.52541296061,47477.0,46066.034942820836,60237.27197962732,47473.9215106211,46130.82666317867,59671.81909213007,48163.54698110151,46326.75675800516,60.74656666671217,3.0784893789023045,64.79172035783267,504.7063208305408,686.5469811015064,260.72181518432626
Maryland,1.0,87913.69387058221,79395.0,55087.99453645211,87852.16966292096,79421.42854812466,55189.206453813196,87704.41376441199,79267.94562139796,55288.332687278176,61.52420766124851,26.428548124662484,101.21191736108449,209.28010617021937,127.05437860204256,200.33815082606452
Massachusetts,1.0,84740.10655737705,74480.0,57614.56780923994,84761.3655699455,74520.92868185887,57551.111807562185,84495.99714097976,74238.64542910161,57628.78152174851,21.259012568451,40.92868185887346,63.4560016777541,244.10941639728844,241.35457089838746,14.213712508571916
Michigan,1.0,59765.45665133708,46981.0,43122.64699369784,59760.84454459387,46982.22899988342,43162.01828774248,59651.1475028811,47026.01498668203,43254.788157666684,4.612106743210461,1.2289998834166909,39.37129404464213,114.30914845598454,45.01498668202839,132.14116396884492
Minnesota,1.0,71721.56747891284,58436.0,49248.96501093408,71740.48274013521,58438.44198804146,49239.29484711336,71691.60854166368,58473.999938473484,49447.21032957538,18.915261222369736,2.44198804145708,9.670163820723246,29.958937249160954,37.99993847348378,198.24531864129676
Mississippi,1.0,49090.0056057303,35809.0,40347.291186546245,49275.233686101106,35827.01803759351,40229.43117524985,48936.719027288054,36648.271623260305,40327.929373570674,185.2280803708054,18.01803759350878,117.86001129639772,153.28657844224654,839.2716232603052,19.3618129755705
Missouri,1.0,57542.84885714286,43964.0,41869.33185714285,57531.485677547804,43967.50523746042,41979.002599009866,57493.49820968122,44223.432171849054,42295.891232892536,11.363179595056863,3.505237460420176,109.67074186701211,49.35064746164426,259.4321718490537,426.55937574968266
Montana,1.0,58254.98650472335,46468.0,44113.906882591094,58508.315570873085,46481.64324435531,44090.528865113956,57411.28161234692,46609.30085242854,44156.51237586568,253.32906614973763,13.643244355313072,23.3780174771382,843.7048923764305,141.30085242853966,42.60549327458284
Nebraska,1.0,62938.65395787945,51751.5,43866.86129266521,63032.804536792675,51433.88211369012,43841.017730036256,62659.234528570676,51518.692220599514,43724.37404103681,94.15057891322795,317.61788630988303,25.843562628957443,279.4194293087712,232.80777940048574,142.48725162840128
Nevada,1.0,64949.36737000754,54657.0,44575.22569706104,64999.636243212546,54716.44826408425,44450.77518152074,64651.54097480922,54109.67270133448,44480.047264910325,50.268873205008276,59.44826408424706,124.45051554030215,297.8263951983172,547.3272986655211,95.1784321507148
New Hampshire,1.0,78389.863878327,68590.0,53216.276045627375,78414.71153601613,68635.81290177134,53023.46813677196,78722.38965444869,68078.57214334297,53230.47568416367,24.84765768912621,45.81290177133633,192.807908855415,332.5257761216926,511.4278566570283,14.199638536294515
New Jersey,1.0,89249.17429022082,79926.0,58062.17282559712,89259.54375556145,79955.24889007484,58070.68677791755,89147.29447013739,80006.23404317613,58169.9626590006,10.369465340627357,29.248890074843075,8.513952320434328,101.87982008342806,80.23404317612585,107.7898334034835
New Mexico,1.0,56187.235,43261.5,42956.05458333333,56401.99816776323,43297.67763802578,42955.00205826869,56367.58021488992,43355.374381210866,43257.250443825804,214.76316776323074,36.17763802577974,1.0525250646387576,180.34521488991595,93.87438121086598,301.195860492473
New York,1.0,75745.79503565805,60819.0,53001.25761785681,75747.32976134027,60820.790752093875,53005.857235545045,75760.79959347521,60821.075294482376,53006.917342924964,1.5347256822133204,1.7907520938751986,4.599617688232684,15.004557817155728,2.0752944823761936,5.659725068151602
North Carolina,1.0,58557.675663861875,43739.0,43952.42694787455,58598.96396800429,43774.85384242202,43904.26769754712,58702.83320450858,43820.28169571985,43901.7206161197,41.288304142413836,35.853842422016896,48.15925032742962,145.15754064670182,81.281695719852,50.70633175484545
North Dakota,1.0,67635.42953586498,56572.0,48591.17130801688,67297.4585846457,56700.34334235233,48519.721061216485,67746.92067095895,56783.061744852566,47247.338509366156,337.9709512192785,128.3433423523311,71.45024680039205,111.49113509396557,211.06174485256633,1343.832798650721
Ohio,1.0,60080.73095732069,47907.5,42999.01192946058,60057.27318217343,47917.1411993205,42998.792714351766,60006.099017693625,47852.70937405007,43049.284875901496,23.45777514726069,9.641199320496526,0.21921510881657014,74.63193962706282,54.79062594992865,50.272946440913074
Oklahoma,1.0,56574.45679783469,42745.0,42770.957526545906,56537.67906431396,42746.87429577289,42716.06798072983,56857.00456872913,42610.26516379054,42695.798465097774,36.77773352072836,1.8742957728900365,54.88954581607686,282.54777089443814,134.73483620946354,75.15906144813198
Oregon,1.0,63958.41371280725,51082.0,46536.53505821475,63960.49740197906,51045.152515589914,46540.02712550288,64263.488333679816,51677.63561483389,47179.73550688391,2.083689171813603,36.8474844100856,3.4920672881271457,305.07462087256863,595.6356148338891,643.2004486691585
Pennsylvania,1.0,65502.47090341834,52457.0,46881.80412371134,65505.438265771634,52455.33152590793,46893.230332887804,65536.89860777649,52387.124827925036,46795.91633515733,2.9673623532944475,1.6684740920682088,11.42620917646127,34.427704358146,69.87517207496421,85.88778855401324
Puerto Rico,1.0,27613.839736842107,17349.5,25314.11894736842,27542.548596243472,17299.994272713415,25270.46542223252,27432.92749515177,17252.03905922503,24843.121342164,71.29114059863423,49.50572728658517,43.65352513590187,180.9122416903374,97.46094077497037,470.99760520442214
Rhode Island,1.0,72224.26940639269,61364.0,51873.56438356164,71904.77041288644,60043.871473670835,51742.912218159,73922.70922455263,61355.43587881528,51961.6934844289,319.49899350624764,1320.1285263291647,130.65216540264373,1698.439818159939,8.564121184717806,88.12910086725606
South Carolina,1.0,55413.45870560035,41190.0,42930.06580954456,55435.23665674558,41200.487883219546,42946.51831104356,55438.91548126441,41042.65539137447,42974.54570868824,21.777951145231782,10.487883219546347,16.45250149899948,25.456775664060842,147.34460862552805,44.47989914367645
South Dakota,1.0,58639.960876369325,48758.0,42845.255086071986,58672.68692395996,48661.897815914686,42631.63160098969,60355.51054473277,48750.197777336776,44252.900298321074,32.72604759063688,96.10218408531364,213.6234850822948,1715.5496683634483,7.802222663223802,1407.6452122490882
Tennessee,1.0,56584.582540203475,41515.0,42720.13849688218,56583.524160156034,41473.54419816852,42740.222387616916,56859.04861815967,41612.04902924794,43021.72448915578,1.0583800474414602,41.45580183147831,20.083890734735178,274.4660779561964,97.04902924793714,301.5859922735981
Texas,1.0,65528.01508105524,49835.0,46326.22121778435,65550.83258569245,49836.7904365926,46325.92743179242,65524.240099311755,49878.156657396954,46328.21677605477,22.81750463721255,1.7904365926005994,0.293785991925688,3.774981743481476,43.15665739695396,1.995558270420588
Utah,1.0,72216.35826620637,62922.0,47094.02032988109,72221.69253077346,62976.490795967424,47071.789588753236,71745.78766823062,62687.694874304856,47823.92229032683,5.3342645670927595,54.490795967423765,22.230741127852525,470.57059797574766,234.30512569514394,729.9019604457426
Vermont,1.0,65696.36275695285,54891.0,49079.48972188633,65798.43415065603,54516.33553825829,49121.12471836745,64137.242553527816,55649.40327221526,48245.52032186834,102.07139370318328,374.6644617417114,41.634996481116104,1559.120203425031,758.4032722152624,833.9694000179952
Virginia,1.0,79932.47650579397,64103.0,50938.72367248186,79981.84160827876,64181.243842990756,50931.454365246034,79891.78957239266,64057.31045149607,51064.78029103756,49.36510248479317,78.2438429907561,7.269307235823362,40.68693340130267,45.689548503927654,126.05661855570361
Washington,1.0,75276.7911576498,64156.0,50702.7310936591,75264.2145874538,64060.891467787835,50787.41176995945,75247.53877076761,64046.759281862134,50897.666104519194,12.576570196004468,95.1085322121653,84.68067630034784,29.252386882188148,109.24071813786577,194.935010860092
West Virginia,1.0,52394.05379365716,39983.0,41937.77679646728,52568.63691670016,39985.19379515621,41942.685539826125,53032.93221493747,40233.39636678023,41988.22619555052,174.5831230429976,2.193795156206761,4.908743358842912,638.8784212803075,250.3963667802309,50.44939908323431
Wisconsin,1.0,63259.944065281896,52830.5,44564.37759643917,63337.17777477958,52867.301864224566,44617.83209143835,63650.78186680402,52819.22711393601,44248.670062277146,77.23370949768287,36.80186422456609,53.454494999183225,390.8378015221242,11.272886063990882,315.70753416202206
