State,epsilon,true_mean,true_median,true_stdev,dp_mean_laplace,dp_median_laplace,dp_stdev_laplace,dp_mean_gaussian,dp_median_gaussian,dp_stdev_gaussian,abs_err_mean_lap,abs_err_median_lap,abs_err_stdev_lap,abs_err_mean_gauss,abs_err_median_gauss,abs_err_stdev_gauss
Wyoming,1.0,68398.78313253012,61092.0,46078.24096385542,68171.99453681853,61684.50957463202,46429.74210038629,69667.63220221156,60448.19274964742,45101.12342124488,226.7885957115941,592.5095746320221,351.50113653086737,1268.8490696814406,643.8072503525764,977.1175426105401
Alabama,2.0,53549.83745717548,39615.5,42014.471830985916,53503.165522840194,39604.8293606903,42010.47823562529,53566.630027632214,39657.32886036678,41868.24394671774,46.671934335288825,10.670639309697435,3.993595360625477,16.792570456731482,41.828860366782465,146.22788426817715
Alaska,2.0,73461.35639810427,67904.0,48921.791469194315,73237.39349637694,67927.45093888909,48952.20388803217,73861.12721575353,68223.71706433858,49259.5300525893,223.96290172732552,23.45093888908741,30.412418837855512,399.7708176492597,319.71706433857617,337.7385833949884
Arizona,2.0,62840.83979244365,48840.0,43943.43197664991,62868.19096601792,48833.85162494668,43975.12051557612,62864.72573988614,48817.32839851784,43978.19701177719,27.351173574272252,6.148375053322525,31.68853892620973,23.88594744248985,22.671601482157712,34.76503512728232
Arkansas,2.0,51109.237562555194,37790.0,40652.412717103325,51102.62389982564,37787.57694088838,40641.89005251907,51251.416773301105,37702.97899160254,40932.33570247031,6.613662729556381,2.4230591116211144,10.522664584255836,142.1792107459114,87.02100839745981,279.9229853669822
California,2.0,78650.14139350511,65296.0,53898.916542155814,78660.32378153592,65292.67041065029,53897.429267546824,78689.24662591741,65315.66724144207,53914.21310238403,10.182388030807488,3.329589349712478,1.4872746089895372,39.10523241230112,19.66724144206819,15.296560228212911
Colorado,2.0,74432.32472464869,61567.0,49993.99240410179,74459.77783539398,61533.5937386357,49999.86381084987,74598.82420358564,61558.42399611976,50167.22352690917,27.45311074529309,33.40626136429637,5.8714067480832455,166.49947893695207,8.576003880240023,173.23112280738133
Connecticut,2.0,88084.28671721427,79490.0,57656.458298230835,88093.11978144776,79513.9053890793,57684.97478217274,87954.33853962611,79245.30215773224,57759.092972166334,8.833064233491314,23.90538907930022,28.51648394190852,129.9481775881577,244.69784226776392,102.63467393549945
Delaware,2.0,73794.47591743119,59351.0,51592.26834862385,74259.46554850755,59237.22008050737,51727.69679234612,73075.93891995001,58681.85176793377,51506.36095030108,464.9896310763579,113.7799194926265,135.42844372226682,718.5369974811765,669.1482320662326,85.90739832277177
District of Columbia,2.0,91846.43492063491,75776.5,62716.184126984124,91865.63317548342,75668.66648503557,62914.31000063982,90949.56306189955,75775.01713761715,61369.82651472937,19.19825484851026,107.83351496442629,198.12587365569925,896.8718587353651,1.4828623828507261,1346.357612254753
Florida,2.0,61724.72185111633,46591.0,46013.25010531383,61738.02136985019,46591.907337568846,46039.6671592278,61712.01018567724,46584.32815851728,45976.22795817473,13.299518733860168,0.9073375688458327,26.41705391396681,12.71166543909203,6.671841482719174,37.02214713910507
Georgia,2.0,60445.872205253516,44089.0,45191.57617593158,60463.48058789219,44083.497503082624,45230.41176788106,60343.042486017475,44058.315673504105,45136.349856714034,17.60838263867481,5.502496917375538,38.83559194947884,102.82971923604055,30.68432649589522,55.2263192175451
Hawaii,2.0,78819.7327523602,70749.0,52318.05591866376,78865.02749038047,70669.4853058363,52333.7754791726,78719.22202553286,70699.37737976952,52306.17044779933,45.29473802026769,79.51469416370674,15.719560508834547,100.5107268273423,49.622620230482426,11.885470864428498
Idaho,2.0,56377.80990629183,45317.5,41945.33266398929,56412.71304503762,45432.556914228844,42007.642707162646,56594.136066153806,45155.58127804247,42098.294825180965,34.903138745787146,115.05691422884411,62.31004317335464,216.32615986197197,161.9187219575324,152.96216119167366
Illinois,2.0,69947.43727298127,55841.0,48945.17700474993,69946.46011209968,55840.85858848052,48942.40441919572,69915.74208281319,55841.4437228865,49013.00266402119,0.9771608815935906,0.14141151947842445,2.77258555420849,31.69519016808772,0.4437228864990175,67.82565927125688
Indiana,2.0,58199.19086900868,47864.0,41537.10339923197,58209.18530196348,47850.22827432937,41540.43098010838,58186.57937761882,47851.7225350054,41535.16539049398,9.994432954801596,13.771725670630985,3.3275808764083195,12.611491389856383,12.27746499460045,1.938008737990458
Iowa,2.0,61412.062403528114,51400.0,43846.59073869901,61410.998107133666,51453.40627934071,43836.40324650536,61339.96767755219,51298.466752529595,44004.226280787974,1.06429639444832,53.40627934070653,10.187492193646904,72.09472597592685,101.5332474704046,157.63554208896676
Kansas,2.0,60683.55727391874,48494.0,42323.00917431193,60724.44920284782,48414.47665987335,42321.20834102516,60907.828274714055,48640.64589451058,42295.164835163545,40.89192892907886,79.52334012665233,1.8008332867684658,224.27100079531374,146.6458945105769,27.84433914838155
Kentucky,2.0,55199.07072335281,40887.0,42072.66512190208,55198.293356333954,40880.45383285047,42099.05776540728,55292.375553197395,40881.03286923561,41997.080371142605,0.7773670188544202,6.546167149528628,26.392643505198066,93.3048298445865,5.967130764387548,75.58475075947354
Louisiana,2.0,56549.06440877056,41661.0,45400.669929522315,56544.80470812001,41698.3247879691,45414.60949360208,56465.775579582696,41686.63429744451,45354.20933400808,4.25970065054571,37.32478796909709,13.93956407976657,83.28882918786258,25.634297444506956,46.46059551423241
Maine,2.0,60176.52541296061,47477.0,46066.034942820836,60185.94894256438,47385.60438147621,45943.217896582195,59814.284186088546,47438.535177820246,46335.44493553352,9.423529603765928,91.3956185237912,122.81704623864061,362.24122687206545,38.464822179754265,269.40999271268083
Maryland,2.0,87913.69387058221,79395.0,55087.99453645211,87918.17243404515,79410.64239894284,55122.27557832443,87945.83736265382,79430.48877968622,54932.6407047224,4.478563462937018,15.642398942844011,34.281041872316564,32.143492071612854,35.48877968621673,155.35383172971342
Massachusetts,2.0,84740.10655737705,74480.0,57614.56780923994,84736.43282862222,74461.18868028552,57578.22111810443,84810.48797832934,74524.56347287797,57765.44418007298,3.673728754831245,18.811319714484853,36.34669113550626,70.38142095229705,44.563472877969616,150.87637083303707
Michigan,2.0,59765.45665133708,46981.0,43122.64699369784,59746.81907435973,47004.18482212717,43146.41052842032,59623.99690451346,47043.79481561694,43178.123729793355,18.637576977351273,23.184822127172083,23.763534722478653,141.4597468236243,62.79481561693683,55.47673609551566
Minnesota,2.0,71721.56747891284,58436.0,49248.96501093408,71729.53121240358,58452.47671546877,49213.82556009381,71773.07250563751,58503.62957695179,49358.229081452584,7.963733490745653,16.476715468772454,35.13945084027364,51.50502672466973,67.6295769517892,109.26407051850401
Mississippi,2.0,49090.0056057303,35809.0,40347.291186546245,49091.27748777984,35831.55807813711,40364.03193944128,49274.841594346784,35656.08611992434,40352.76330800347,1.271882049535634,22.558078137109987,16.740752895035257,184.83598861648352,152.91388007566275,5.472121457227331
Missouri,2.0,57542.84885714286,43964.0,41869.33185714285,57575.83481902575,43976.79043856771,41870.58834591261,57530.380382344054,43836.17467450954,41883.259490024924,32.9859618828923,12.790438567710225,1.2564887697590166,12.46847479880671,127.825325490463,13.927632882070611
Montana,2.0,58254.98650472335,46468.0,44113.906882591094,58287.160672702244,46365.823655369226,44129.40955894612,58055.3028957936,46163.12456389066,43973.01154295368,32.17416797889746,102.17634463077411,15.502676355026779,199.68360892975033,304.8754361093379,140.8953396374127
Nebraska,2.0,62938.65395787945,51751.5,43866.86129266521,62994.26989210356,51754.10342289401,43872.425840086886,63165.17142476677,52043.6314269005,43844.80585333459,55.615934224115335,2.603422894011601,5.564547421672614,226.51746688732237,292.13142690050154,22.055439330622903
Nevada,2.0,64949.36737000754,54657.0,44575.22569706104,64973.285801455815,54762.34468955051,44580.542204121135,64760.18196638982,54677.42622561587,44687.79690751444,23.91843144827726,105.34468955051125,5.316507060095319,189.18540361771738,20.426225615869043,112.57121045340318
New Hampshire,2.0,78389.863878327,68590.0,53216.276045627375,78855.45767502309,68588.1766566163,53424.944601082454,78806.6529352218,67771.94415560576,53034.71415052867,465.5937966960919,1.8233433837012853,208.6685554550786,416.789056894806,818.0558443942427,181.56189509870455
New Jersey,2.0,89249.17429022082,79926.0,58062.17282559712,89220.47920268559,79939.72375187145,58078.70270322128,89170.9664636961,79889.99127092348,57966.884421088515,28.69508753523405,13.723751871453715,16.5298776241616,78.20782652472553,36.008729076522286,95.28840450860298
New Mexico,2.0,56187.235,43261.5,42956.05458333333,56216.70666611924,43184.851047115386,42943.30124476394,55979.855380137975,42994.5241684104,43055.30938045677,29.471666119236033,76.64895288461412,12.753338569389598,207.37961986202572,266.97583158960333,99.25479712343804
New York,2.0,75745.79503565805,60819.0,53001.25761785681,75742.26018429379,60812.83775906156,53002.86829841185,75751.41810729748,60791.33514373066,52975.77954472913,3.5348513642675243,6.162240938443574,1.6106805550371064,5.623071639420232,27.66485626933718,25.478073127684183
North Carolina,2.0,58557.675663861875,43739.0,43952.42694787455,58540.184700114514,43723.01287210604,43930.91196456154,58619.172083881145,43731.41225013421,44022.86769234093,17.490963747361093,15.98712789396086,21.51498331300536,61.49642001926986,7.5877498657864635,70.44074446638115
North Dakota,2.0,67635.42953586498,56572.0,48591.17130801688,67498.72683151634,56683.48099771547,48518.90213601695,68387.50296474241,57154.255698260684,48349.014929304285,136.70270434864506,111.48099771547277,72.2691719999275,752.0734288774256,582.2556982606839,242.1563787125924
Ohio,2.0,60080.73095732069,47907.5,42999.01192946058,60048.81598782257,47909.92652460435,42982.34394865818,60096.299146404606,47861.683435141866,43051.21389115718,31.91496949811699,2.4265246043505613,16.66798080240551,15.568189083918696,45.81656485813437,52.20196169659903
Oklahoma,2.0,56574.45679783469,42745.0,42770.957526545906,56602.43397396112,42782.01765884878,42751.23785000543,56613.28798657207,42552.52704036053,42992.69616942264,27.977176126427366,37.01765884878114,19.7196765404733,38.8311887373784,192.47295963946817,221.73864287673496
Oregon,2.0,63958.41371280725,51082.0,46536.53505821475,64006.77713514313,51089.277250002604,46514.41806908014,63860.76522344496,50742.952152498125,46682.42521730333,48.363422335882206,7.277250002603978,22.116989134614414,97.64848936228373,339.04784750187537,145.89015908857982
Pennsylvania,2.0,65502.47090341834,52457.0,46881.80412371134,65503.5398451644,52454.92970684859,46882.61594060332,65586.84421646994,52476.55862205764,46889.61106747862,1.0689417460598634,2.0702931514097145,0.811816891975468,84.3733130515975,19.558622057636967,7.806943767274788
Puerto Rico,2.0,27613.839736842107,17349.5,25314.11894736842,27596.370072268255,17263.641264419326,25315.963366505643,27408.94065870913,17541.420320704077,25564.950292072717,17.469664573851333,85.85873558067397,1.8444191372218484,204.8990781329776,191.9203207040773,250.8313447042965
Rhode Island,2.0,72224.26940639269,61364.0,51873.56438356164,72009.7469581644,61389.438296229244,51757.10100197075,72463.39074603497,61224.15119482515,51800.38041674347,214.5224482282938,25.43829622924386,116.46338159089646,239.1213396422827,139.84880517484999,73.18396681817103
South Carolina,2.0,55413.45870560035,41190.0,42930.06580954456,55401.662314129324,41201.8800440477,42884.21706865514,55315.59333174197,41018.21132474468,42939.991169593086,11.796391471027164,11.880044047698902,45.848740889421606,97.86537385838164,171.78867525531678,9.925360048524453
South Dakota,2.0,58639.960876369325,48758.0,42845.255086071986,58741.594069398496,48608.69513512179,42846.50369638992,58413.00886705293,48788.24240103732,43445.70197171755,101.6331930291708,149.30486487821327,1.2486103179326165,226.95200931639556,30.242401037321542,600.4468856455642
Tennessee,2.0,56584.582540203475,41515.0,42720.13849688218,56599.22345866611,41522.71094078746,42792.673148011425,56505.379336269245,41484.08488692926,42757.23303314085,14.640918462631817,7.710940787459549,72.5346511292446,79.20320393423026,30.915113070739608,37.094536258671724
Texas,2.0,65528.01508105524,49835.0,46326.22121778435,65529.477765213895,49829.29492832507,46328.402726637185,65518.552242651196,49806.04868299962,46363.77127241978,1.4626841586577939,5.705071674929059,2.1815088528383058,9.462838404040667,28.951317000377458,37.55005463543057
Utah,2.0,72216.35826620637,62922.0,47094.02032988109,72264.27203812228,62934.545796740706,47114.951275159605,71859.99297188513,62676.419195025934,47380.960366719184,47.91377191590436,12.545796740705555,20.930945278516447,356.36529432123643,245.58080497406627,286.9400368380957
Vermont,2.0,65696.36275695285,54891.0,49079.48972188633,65903.446181672,54904.20709102989,49083.87143684569,66406.83765913927,54201.74590259583,47402.079544010834,207.0834247191524,13.20709102989349,4.38171495935967,710.4749021864263,689.2540974041694,1677.4101778754994
Virginia,2.0,79932.47650579397,64103.0,50938.72367248186,79936.37852549879,64121.28346419093,50953.61038337744,79988.60846629225,64069.294487263855,50961.341659863356,3.902019704823033,18.2834641909285,14.886710895581928,56.13196049828548,33.705512736145465,22.617987381498097
Washington,2.0,75276.7911576498,64156.0,50702.7310936591,75322.70105143683,64148.76792367779,50708.22990772769,75232.98828377394,64043.22375695454,50652.40857562508,45.90989378702943,7.232076322208741,5.498814068589127,43.802873875858495,112.77624304546043,50.32251803402323
West Virginia,2.0,52394.05379365716,39983.0,41937.77679646728,52439.78535185542,39885.53727118852,41786.30779556014,52297.28591864796,39865.88230124952,42042.91708502883,45.73155819825479,97.46272881147888,151.4690009071419,96.76787500920182,117.11769875048049,105.14028856154619
Wisconsin,2.0,63259.944065281896,52830.5,44564.37759643917,63266.2867673347,52823.805577814805,44533.58830507899,63153.07838171062,52701.61764800609,44579.79417167408,6.342702052803361,6.694422185195435,30.78929136017541,106.86568357127544,128.88235199391056,15.41657523491449
Wyoming,2.0,68398.78313253012,61092.0,46078.24096385542,68355.7940336532,60944.188818771036,46459.89710509966,68209.18948843922,60483.90195886352,45374.17278943209,42.98909887691843,147.81118122896441,381.6561412442388,189.59364409089903,608.0980411364799,704.068174423337
Alabama,5.0,53549.83745717548,39615.5,42014.471830985916,53559.301739678725,39582.20526966975,42017.82949336032,53521.71624129316,39611.41493673054,41955.13340400143,9.46428250324243,33.29473033024988,3.357662374401116,28.121215882325487,4.085063269456441,59.338426984482794
Alaska,5.0,73461.35639810427,67904.0,48921.791469194315,73482.65452551894,67865.38233214254,48893.49272261911,73695.0041140383,67957.77855085631,49067.72893234901,21.298127414673218,38.61766785745567,28.298746575208497,233.64771593402838,53.778550856310176,145.93746315469616
Arizona,5.0,62840.83979244365,48840.0,43943.43197664991,62845.611624323545,48834.85212153076,43947.04561256807,62791.38424919586,48883.61801949187,44009.92214513132,4.771831879894307,5.147878469237185,3.61363591816189,49.455543247793685,43.618019491870655,66.49016848141036
Arkansas,5.0,51109.237562555194,37790.0,40652.412717103325,51126.56956017696,37816.7834356989,40691.18792407827,51045.89454193969,37865.78686581994,40667.64585579133,17.331997621768096,26.783435698896938,38.77520697494765,63.34302061550261,75.78686581993679,15.233138688003237
California,5.0,78650.14139350511,65296.0,53898.916542155814,78650.85816105019,65295.47381594635,53889.41705913688,78655.90394733375,65284.22973407415,53902.64138347436,0.7167675450764364,0.5261840536477393,9.499483018931642,5.762553828637465,11.770265925850254,3.7248413185443496
Colorado,5.0,74432.32472464869,61567.0,49993.99240410179,74408.15070991273,61583.974661581895,50010.455181088575,74413.746625771,61567.76936351882,49978.389806583145,24.17401473595237,16.974661581894907,16.462776986787503,18.57809887768235,0.7693635188188637,15.602597518642142
Connecticut,5.0,88084.28671721427,79490.0,57656.458298230835,88082.479556612,79496.18368792186,57645.0703603403,88037.64886791953,79433.99258797712,57605.89108407184,1.807160602271324,6.183687921860837,11.387937890533067,46.63784929474059,56.00741202288191,50.56721415899665
Delaware,5.0,73794.47591743119,59351.0,51592.26834862385,73769.82727561712,59359.60245936246,51525.72439677568,73366.9653889502,59134.996843762354,51605.52177589043,24.648641814070288,8.60245936246065,66.54395184817258,427.5105284809979,216.00315623764618,13.25342726657982
District of Columbia,5.0,91846.43492063491,75776.5,62716.184126984124,91833.52877203414,75777.06564115387,62718.59590975187,92041.87091659884,76398.70108897498,62765.542702445004,12.906148600770393,0.5656411538657267,2.4117827677473542,195.43599596392596,622.2010889749799,49.358575460879365
Florida,5.0,61724.72185111633,46591.0,46013.25010531383,61720.275095411336,46594.86142266949,46001.34993986994,61723.569100804474,46584.014010396415,46033.35960748389,4.446755704993848,3.8614226694917306,11.900165443890728,1.1527503118559252,6.98598960358504,20.109502170060296
Georgia,5.0,60445.872205253516,44089.0,45191.57617593158,60450.16505863965,44078.90691544493,45198.914859785065,60483.204015019226,44095.45754188718,45192.81533887194,4.292853386134084,10.093084555068344,7.338683853486145,37.331809765710204,6.457541887182742,1.239162940357346
Hawaii,5.0,78819.7327523602,70749.0,52318.05591866376,78843.32619332401,70673.13627338158,52294.34420938518,78675.84357451343,70539.69917273938,52209.1947519138,23.59344096381392,75.86372661842324,23.71170927858475,143.88917784676596,209.30082726062392,108.86116674996447
Idaho,5.0,56377.80990629183,45317.5,41945.33266398929,56397.34422110631,45330.611891808985,41932.5197606859,56385.1396486533,45225.04525604296,42035.10473352509,19.534314814474783,13.111891808985092,12.812903303391067,7.329742361464014,92.45474395703786,89.77206953580026
Illinois,5.0,69947.43727298127,55841.0,48945.17700474993,69944.65988604462,55839.92721753641,48945.084695591046,69935.82999959755,55838.10074202308,48958.453703128005,2.777386936650146,1.0727824635905563,0.09230915888474556,11.607273383720894,2.8992579769183067,13.276698378074798
Indiana,5.0,58199.19086900868,47864.0,41537.10339923197,58199.947154169844,47856.22719996038,41531.40395092769,58214.818274136305,47862.19103012586,41542.25453447056,0.7562851611655788,7.772800039616413,5.69944830427994,15.627405127626844,1.808969874138711,5.151135238585994
Iowa,5.0,61412.062403528114,51400.0,43846.59073869901,61405.39940066767,51372.46131224715,43837.58614506233,61478.900115630495,51370.290725612904,43855.25158156643,6.663002860441338,27.53868775285082,9.00459363668051,66.83771210238046,29.70927438709623,8.660842867422616
Kansas,5.0,60683.55727391874,48494.0,42323.00917431193,60628.45176179136,48487.645063063406,42323.45478820588,60758.22094088527,48496.66107782761,42307.544863007926,55.1055121273821,6.354936936593731,0.4456138939567609,74.66366696653131,2.6610778276080964,15.464311304000148
Kentucky,5.0,55199.07072335281,40887.0,42072.66512190208,55229.25953970893,40880.93116620063,42067.51268994557,55154.2002158072,40852.77478516594,42014.604415278736,30.188816356123425,6.068833799370623,5.152431956506916,44.870507545609144,34.22521483406308,58.06070662334241
Louisiana,5.0,56549.06440877056,41661.0,45400.669929522315,56560.90006316492,41663.99248663032,45404.1602558077,56566.83958045692,41567.064655568545,45347.3976310492,11.835654394359153,2.9924866303190356,3.4903262853840715,17.775171686364047,93.93534443145472,53.27229847311537
Maine,5.0,60176.52541296061,47477.0,46066.034942820836,60203.33646949369,47564.2667244573,46036.09650608616,59945.86241737072,47547.81109913731,45812.211557449315,26.811056533078954,87.26672445730219,29.938436734671996,230.66299558988976,70.81109913731052,253.823385371521
Maryland,5.0,87913.69387058221,79395.0,55087.99453645211,87910.01760993073,79397.3782177482,55081.53280659401,87837.93728986326,79452.40527459234,55038.59866689577,3.6762606514821528,2.3782177482062252,6.461729858099716,75.75658071895305,57.40527459233999,49.395869556341495
Massachusetts,5.0,84740.10655737705,74480.0,57614.56780923994,84743.06227389025,74475.49449142466,57603.281256811126,84802.13492587263,74503.98386124337,57586.02429723313,2.9557165131991496,4.505508575341082,11.286552428813593,62.02836849557934,23.983861243366846,28.54351200680685
Michigan,5.0,59765.45665133708,46981.0,43122.64699369784,59762.578481614364,46982.90001134887,43118.616795982525,59752.704537317724,46961.04020417684,43116.19101653296,2.878169722716848,1.9000113488727948,4.030197715313989,12.752114019356668,19.959795823160675,6.455977164878277
Minnesota,5.0,71721.56747891284,58436.0,49248.96501093408,71717.05265367393,58426.140297518155,49259.13270303776,71664.99292134686,58466.82680079469,49304.699331521784,4.51482523890445,9.859702481844579,10.167692103677837,56.574557565982104,30.826800794689916,55.73432058770413
Mississippi,5.0,49090.0056057303,35809.0,40347.291186546245,49092.13308663434,35830.952219823215,40335.80999670435,49155.79299970583,35833.28856301385,40379.91208873203,2.127480904040567,21.952219823215273,11.481189841892046,65.78739397553,24.288563013848034,32.62090218578669
Missouri,5.0,57542.84885714286,43964.0,41869.33185714285,57543.785096124186,43961.82609128809,41896.64001700248,57540.87474169442,43948.952952412285,41866.95473078096,0.9362389813250047,2.1739087119131,27.308159859625448,1.9741154484436265,15.047047587715497,2.377126361890987
Montana,5.0,58254.98650472335,46468.0,44113.906882591094,58338.6212522691,46377.21274948921,44154.8747033979,58187.530794804356,46282.47800283523,44083.18331569551,83.63474754575145,90.787250510788,40.96782080680714,67.45570991899149,185.52199716476753,30.723566895583645
Nebraska,5.0,62938.65395787945,51751.5,43866.86129266521,62895.69636765346,51725.56959766836,43845.46164251241,63029.61690239707,51589.636715671724,43850.73002437777,42.95759022598941,25.930402331643563,21.39965015280177,90.96294451762515,161.86328432827577,16.131268287441344
Nevada,5.0,64949.36737000754,54657.0,44575.22569706104,64921.594544230444,54708.670111289466,44583.313857302615,64866.04238489391,54703.4997750881,44541.69630249935,27.772825777094113,51.67011128946615,8.088160241575679,83.32498511362792,46.49977508810116,33.529394561686786
New Hampshire,5.0,78389.863878327,68590.0,53216.276045627375,78381.51933331804,68618.11963112975,53216.79479401151,78357.01096712818,68405.30333617014,53098.92961748377,8.344545008963905,28.119631129753543,0.5187483841364156,32.85291119881731,184.6966638298618,117.34642814360268
New Jersey,5.0,89249.17429022082,79926.0,58062.17282559712,89249.09030451653,79924.36108684262,58071.991187525346,89270.12916198684,79935.01936337879,58040.600221269364,0.08398570428835228,1.6389131573814666,9.818361928228114,20.954871766021824,9.019363378785783,21.572604327753652
New Mexico,5.0,56187.235,43261.5,42956.05458333333,56184.301508017066,43284.65773548366,43028.22706105485,56196.93886651848,43207.9694596026,42953.81478716933,2.933491982934356,23.15773548366269,72.17247772152041,9.703866518480936,53.530540397398,2.2397961640017456
New York,5.0,75745.79503565805,60819.0,53001.25761785681,75750.50244715362,60816.02888686846,53004.640463316464,75754.8604420571,60809.6336786992,53009.981395498646,4.707411495561246,2.9711131315416424,3.382845459651435,9.065406399051426,9.366321300796699,8.723777641833294
North Carolina,5.0,58557.675663861875,43739.0,43952.42694787455,58556.062945683814,43738.917927324655,43952.59155867233,58536.97107311605,43748.96458651142,43944.481289523465,1.6127181780611863,0.08207267534453422,0.16461079777945997,20.704590745823225,9.964586511421658,7.945658351083694
North Dakota,5.0,67635.42953586498,56572.0,48591.17130801688,67641.38638669641,56379.5725448661,48556.636513974794,67470.96921340028,56451.47824574702,48649.36058873479,5.956850831425982,192.42745513389673,34.53479404208338,164.46032246469986,120.52175425297901,58.18928071791015
Ohio,5.0,60080.73095732069,47907.5,42999.01192946058,60075.187239051986,47904.68341677483,43000.30570603138,60086.80616401406,47906.77475776567,42960.49494415237,5.543718268701923,2.81658322516887,1.2937765707974904,6.075206693371001,0.7252422343299259,38.51698530821159
Oklahoma,5.0,56574.45679783469,42745.0,42770.957526545906,56559.28457501578,42750.86339269613,42773.69391620876,56612.17507273038,42780.37270912177,42725.80145038769,15.172222818910086,5.863392696126539,2.7363896628521616,37.71827489569114,35.37270912177337,45.156076158215
Oregon,5.0,63958.41371280725,51082.0,46536.53505821475,63950.959648367694,51056.207605852826,46548.04584938843,63899.31594717325,51101.95724693278,46562.644506391924,7.454064439552894,25.79239414717449,11.510791173677717,59.09776563399646,19.957246932783164,26.109448177172453
Pennsylvania,5.0,65502.47090341834,52457.0,46881.80412371134,65502.5821016172,52458.530238061605,46876.42737573484,65525.18670156787,52435.89632540206,46884.14750683327,0.11119819885789184,1.530238061604905,5.376747976501065,22.71579814953293,21.10367459794361,2.3433831219299464
Puerto Rico,5.0,27613.839736842107,17349.5,25314.11894736842,27621.88530130952,17334.286973623643,25306.50019886866,27663.702221995623,17305.09818051889,25248.32809299474,8.045564467414806,15.213026376357448,7.618748499760841,49.8624851535169,44.40181948111058,65.79085437368121
Rhode Island,5.0,72224.26940639269,61364.0,51873.56438356164,72317.48032734975,61436.09090428317,51804.987078330225,71979.51144670375,61367.6608623165,51376.81289613406,93.21092095706263,72.09090428316995,68.577305231418,244.7579596889409,3.6608623165011522,496.7514874275803
South Carolina,5.0,55413.45870560035,41190.0,42930.06580954456,55395.095627405935,41208.52385130507,42926.12149079694,55455.93110390988,41168.784164787256,42888.51767312463,18.36307819441572,18.52385130507173,3.944318747620855,42.472398309531854,21.215835212744423,41.548136419929506
South Dakota,5.0,58639.960876369325,48758.0,42845.255086071986,58654.03506499143,48735.62519588689,42860.35249528805,59009.56236852337,48969.73283376376,42995.09426592112,14.074188622107613,22.374804113111168,15.097409216061351,369.6014921540482,211.73283376375912,149.8391798491357
Tennessee,5.0,56584.582540203475,41515.0,42720.13849688218,56590.00799649783,41508.967134605424,42690.794196633666,56548.860330398755,41503.4241952988,42705.889843777586,5.425456294353353,6.03286539457622,29.344300248514628,35.72220980472048,11.57580470119865,14.248653104594268
Texas,5.0,65528.01508105524,49835.0,46326.22121778435,65528.24051235227,49840.554356666165,46322.471320182274,65538.0297296429,49829.00121069862,46306.578487606064,0.2254312970326282,5.554356666165404,3.7498976020724513,10.01464858766849,5.998789301382203,19.642730178282363
Utah,5.0,72216.35826620637,62922.0,47094.02032988109,72202.63569814753,62953.02862136713,47092.406909068675,72270.81017296291,62728.28873489261,47043.62168849311,13.722568058845354,31.028621367127926,1.6134208124130964,54.451906756541575,193.71126510739123,50.39864138797566
Vermont,5.0,65696.36275695285,54891.0,49079.48972188633,65919.2183322242,54980.924571115036,49203.47653666553,65654.79887953229,54969.601776529285,49078.822454406305,222.85557527135825,89.92457111503609,123.98681477919308,41.56387742055813,78.60177652928542,0.6672674800283858
Virginia,5.0,79932.47650579397,64103.0,50938.72367248186,79940.5386066597,64097.56605871714,50930.88502910651,79955.4280127675,64123.709254236666,50960.81284466307,8.062100865732646,5.433941282863088,7.838643375347601,22.951506973535288,20.70925423666631,22.089172181214963
Washington,5.0,75276.7911576498,64156.0,50702.7310936591,75255.01353469276,64153.08545907758,50724.14451228825,75274.29384203102,64187.78674896997,50729.811458841374,21.777622957044514,2.9145409224220202,21.41341862914851,2.4973156187770655,31.786748969971086,27.080365182271635
West Virginia,5.0,52394.05379365716,39983.0,41937.77679646728,52368.85250383934,39960.576032266836,41945.413591065444,52703.67277175129,40025.30798632375,42010.324182623335,25.201289817821817,22.423967733164318,7.636794598161941,309.61897809412767,42.30798632375081,72.54738615605311
Wisconsin,5.0,63259.944065281896,52830.5,44564.37759643917,63266.12809986212,52838.791804591936,44573.964693322254,63251.38145649707,52813.39234546546,44564.855700447886,6.18403458022658,8.291804591935943,9.587096883085906,8.562608784828626,17.107654534542235,0.4781040087182191
Wyoming,5.0,68398.78313253012,61092.0,46078.24096385542,68358.99114590086,61048.02730805497,46078.87493543626,69212.18049850591,60839.07543217311,45460.30761039693,39.79198662926501,43.97269194503315,0.6339715808353503,813.3973659757903,252.9245678268926,617.9333534584948
